Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Toms Tourney,2023-05-05,Shout,Czech Women @ Toms Tourney,14,10,398.70186369942724,1.0,0,460.47,4,1,0,3.6900000000000004,4,1,0,4.176736095526898
Toms Tourney,2023-05-05,Shout,DESKEAGH @ Toms Tourney,15,10,453.6039151898044,1.0,0,573.38,5,1,0,6.8100000000000005,5,1,0,7.0795277414182145
Toms Tourney,2023-05-05,Shout,Germany U24 @ Toms Tourney,15,9,515.4814780292847,1.0,0,525.0,6,1,0,5.5200000000000005,6,1,0,5.75305347723917
Toms Tourney,2023-05-05,Shout,JinX,14,10,398.70186369942724,1.0,0,358.39,4,1,0,4.3100000000000005,4,1,0,4.706933399170776
Toms Tourney,2023-05-05,Spain Women @ Toms Tourney,German masters @ Toms Tourney,15,7,600.0,1.0,0,50.02999999999997,8,1,0,2.9099999999999993,8,1,0,4.225118217088184
Vienna Spring Break 2023,2023-05-20,3SB - Women,Chicas,14,8,536.0348119187572,1.0,0,281.96,6,1,0,4.58,6,1,0,5.560055247062067
Vienna Spring Break 2023,2023-05-20,AUT U24 Women @ Vienna Spring Break 2023,Mantis,11,10,125.0,1.0,0,164.33000000000004,1,1,0,1.0600000000000005,1,1,0,0.512800085090868
Vienna Spring Break 2023,2023-05-20,Catchup Women,Zürich Ultimate Swarm,15,8,564.8086448756737,1.0,0,565.53,7,1,0,6.390000000000001,7,1,0,7.625224771952372
Vienna Spring Break 2023,2023-05-20,Chicas,Zürich Ultimate Swarm,15,10,453.6039151898044,1.0,0,452.89,5,1,0,3.1000000000000005,5,1,0,4.105373884823553
Vienna Spring Break 2023,2023-05-20,East Block,3SB - Women,15,10,453.6039151898044,1.0,0,456.3,5,1,0,5.84,5,1,0,6.102993308420466
Vienna Spring Break 2023,2023-05-20,East Block,Catchup Women,15,9,515.4814780292847,1.0,0,625.62,6,1,0,7.13,6,1,0,7.410704746181274
Vienna Spring Break 2023,2023-05-20,East Block,Zürich Ultimate Swarm,15,4,600.0,1.0,1,1191.15,11,1,0,13.52,11,1,0,12.017707004976913
Vienna Spring Break 2023,2023-05-20,SCRAM,Mantis,15,10,453.6039151898044,1.0,0,414.26000000000005,5,1,0,4.430000000000001,5,1,0,5.170942307785587
Vienna Spring Break 2023,2023-05-20,SYC,AUT U24 Women @ Vienna Spring Break 2023,15,7,600.0,1.0,0,607.72,8,1,0,7.68,8,1,0,8.614343502370723
Vienna Spring Break 2023,2023-05-20,Swiss Women Ultimate @ Vienna Spring Break 2023,AUT U24 Women @ Vienna Spring Break 2023,15,3,600.0,1.0,0,836.9,12,1,0,14.17,12,1,0,12.227303594163054
Vienna Spring Break 2023,2023-05-20,Swiss Women Ultimate @ Vienna Spring Break 2023,SCRAM,15,1,600.0,1.0,0,586.97,14,1,0,10.8,14,1,0,10.101095984036608
Vienna Spring Break 2023,2023-05-20,Swiss Women Ultimate @ Vienna Spring Break 2023,SYC,15,5,600.0,1.0,0,229.18,10,1,0,6.49,10,1,0,6.792991840231409
Vienna Spring Break 2023,2023-05-20,Troubles Warsaw,3SB - Women,15,12,300.4922431832018,1.0,0,366.11,3,1,0,5.15,3,1,0,5.284930278060283
Vienna Spring Break 2023,2023-05-20,Troubles Warsaw,Catchup Women,15,14,125.0,1.0,0,535.4300000000001,1,1,0,6.4399999999999995,1,1,0,6.665394021059338
Vienna Spring Break 2023,2023-05-20,Troubles Warsaw,Chicas,15,3,600.0,1.0,0,648.0699999999999,12,1,0,9.73,12,1,0,9.592257789630619
Vienna Spring Break 2023,2023-05-20,box vienna,Mantis,15,6,600.0,1.0,1,860.33,9,1,0,9.510000000000002,9,1,0,9.565609027117443
Vienna Spring Break 2023,2023-05-20,box vienna,SCRAM,15,7,600.0,1.0,0,446.07,8,1,0,5.08,8,1,0,5.633007334078528
Vienna Spring Break 2023,2023-05-20,box vienna,SYC,15,13,214.17926913507503,1.0,0,88.28,2,1,0,0.7700000000000001,2,1,0,0.9915519507027017
Vienna Spring Break 2023,2023-05-21,3SB - Women,SCRAM,15,8,564.8086448756737,1.0,0,204.64,7,1,0,2.42,7,1,0,2.940442335609333
Vienna Spring Break 2023,2023-05-21,Chicas,AUT U24 Women @ Vienna Spring Break 2023,10,7,389.6652919127421,0.9459053029269173,0,172.61,3,1,0,1.21,3,1,0,2.007631437651831
Vienna Spring Break 2023,2023-05-21,East Block,Swiss Women Ultimate @ Vienna Spring Break 2023,14,12,220.95664314305532,1.0,0,73.97,2,1,0,-2.54,2,1,0,-2.7655105443698123
Vienna Spring Break 2023,2023-05-21,SYC,Catchup Women,10,8,262.66557693448596,0.9733285267845752,0,322.46999999999997,2,1,0,3.18,2,1,0,3.526768458972427
Vienna Spring Break 2023,2023-05-21,Troubles Warsaw,box vienna,15,4,600.0,1.0,0,124.68,11,1,0,2.4899999999999998,11,1,0,2.5526704878572524
Vienna Spring Break 2023,2023-05-21,box vienna,East Block,15,11,381.1647521399218,1.0,0,-214.87,4,1,0,-3.1799999999999997,4,1,0,-3.4700322282891634
Elite Invite,2023-05-29,Bristol,3SB - Women,15,9,515.4814780292847,1.0,0,316.99,6,1,0,4.21,6,1,0,4.454642398452126
Elite Invite,2023-05-29,Bristol,FABulous,15,4,600.0,1.0,0,278.36,11,1,0,4.56,11,1,0,4.626322080449199
Elite Invite,2023-05-29,Bristol,box vienna,13,12,125.0,1.0,0,75.56,1,1,0,1.5499999999999998,1,1,0,1.6426360514517064
Elite Invite,2023-05-29,FABulous,3SB - Women,15,8,564.8086448756737,1.0,0,38.629999999999995,7,1,0,-0.34999999999999987,7,1,0,-0.1889899987551189
Elite Invite,2023-05-29,JinX,3SB - Women,15,9,515.4814780292847,1.0,0,204.29000000000002,6,1,0,2.31,6,1,0,2.4659184001949335
Elite Invite,2023-05-29,JinX,Bristol,15,6,600.0,1.0,0,-112.7,9,1,0,-1.9,9,1,0,-2.0907994737194393
Elite Invite,2023-05-29,JinX,FABulous,15,6,600.0,1.0,0,165.66000000000003,9,1,0,2.66,9,1,0,2.649420754826192
Elite Invite,2023-05-29,JinX,Seagulls,12,8,441.15462425988915,1.0,0,-156.3,4,1,0,-2.22,4,1,0,-2.3716845105836395
Elite Invite,2023-05-29,JinX,YAKA,12,11,125.0,1.0,0,-434.57,1,1,0,-5.65,1,1,0,-5.8239058103821275
Elite Invite,2023-05-29,Seagulls,3SB - Women,12,6,579.3107485100336,0.9733285267845752,0,360.59000000000003,6,1,0,4.53,6,1,0,4.715045661961113
Elite Invite,2023-05-29,Seagulls,Bristol,13,7,557.5316737222639,1.0,0,43.599999999999994,6,1,0,0.3200000000000003,6,1,0,0.2872148914706525
Elite Invite,2023-05-29,Seagulls,box vienna,15,9,515.4814780292847,1.0,0,119.16,6,1,0,1.87,6,1,0,1.9258128169939326
Elite Invite,2023-05-29,Shout,3SB - Women,15,9,515.4814780292847,1.0,0,562.6800000000001,6,1,0,6.62,6,1,0,6.820982657577801
Elite Invite,2023-05-29,Shout,FABulous,15,6,600.0,1.0,0,524.05,9,1,0,6.97,9,1,0,6.970039056553642
Elite Invite,2023-05-29,Shout,Seagulls,15,8,564.8086448756737,1.0,0,202.09,7,1,0,2.09,7,1,0,2.45716076756381
Elite Invite,2023-05-29,Shout,Seagulls,15,13,214.17926913507503,1.0,0,202.09,2,1,0,2.09,2,1,0,2.45716076756381
Elite Invite,2023-05-29,Shout,box vienna,15,9,515.4814780292847,1.0,0,321.25,6,1,0,3.96,6,1,0,4.292692878871431
Elite Invite,2023-05-29,YAKA,Bristol,15,10,453.6039151898044,1.0,0,321.87,5,1,0,3.75,5,1,0,3.946694778576134
Elite Invite,2023-05-29,YAKA,FABulous,15,7,600.0,1.0,0,600.23,8,1,0,8.31,8,1,0,7.929537329454462
Elite Invite,2023-05-29,YAKA,JinX,15,5,600.0,1.0,0,434.57,10,1,0,5.65,10,1,0,5.823905810382129
Elite Invite,2023-05-29,YAKA,Shout,14,12,220.95664314305532,1.0,0,76.18,2,1,0,1.3399999999999999,2,1,0,1.2719382232305279
Elite Invite,2023-05-29,YAKA,box vienna,15,9,515.4814780292847,1.0,0,397.43,6,1,0,5.3,6,1,0,5.432794323651493
Elite Invite,2023-05-29,box vienna,3SB - Women,15,7,600.0,1.0,0,241.43,8,1,0,2.66,8,1,0,2.9065313477930133
Elite Invite,2023-05-29,box vienna,FABulous,13,9,418.5661446562001,1.0,0,202.8,4,1,0,3.01,4,1,0,3.0879824784856744
Windmill,2023-06-16,3SB - Women,Frizzly Bears Women,12,7,520.5112660164395,1.0,0,428.01000000000005,5,1,0,6.2,5,1,0,6.528074138630597
Windmill,2023-06-16,Austria Women @ Windmill,Iceni,13,8,496.1596377856195,1.0,0,208.18,5,1,0,2.9,5,1,0,2.7292685900512197
Windmill,2023-06-16,Austria Women @ Windmill,La SÃ©ptima @ Windmill,13,5,600.0,1.0,0,462.87,8,1,0,6.12,8,1,0,6.086712738741806
Windmill,2023-06-16,Austria Women @ Windmill,SYC,13,11,228.8403622143806,1.0,0,451.42,2,1,0,6.15,2,1,0,6.089844953062336
Windmill,2023-06-16,Belgium Women @ Windmill,Austria Women @ Windmill,13,11,228.8403622143806,1.0,0,-9.259999999999991,2,1,0,-0.2999999999999998,2,1,0,-0.2069868606409031
Windmill,2023-06-16,Belgium Women @ Windmill,Seagulls,14,10,398.70186369942724,1.0,0,234.72,4,1,0,3.21,4,1,0,3.272066514442752
Windmill,2023-06-16,Belgium Women @ Windmill,Spice,14,9,473.8676990361691,1.0,0,309.85,5,1,0,3.9000000000000004,5,1,0,4.253412117686651
Windmill,2023-06-16,Bristol,Frizzly Bears Women,15,5,600.0,1.0,1,745.0,10,1,0,10.41,10,1,0,9.72571208733213
Windmill,2023-06-16,Bristol,Spain Women @ Windmill,15,6,600.0,1.0,0,127.25,9,1,0,1.96,9,1,0,2.2743272798459664
Windmill,2023-06-16,Czech Republic Women @ Windmill,Belgium Women @ Windmill,15,11,381.1647521399218,1.0,0,153.38,4,1,0,1.9999999999999991,4,1,0,2.3519365472136258
Windmill,2023-06-16,Czech Republic Women @ Windmill,France Women @ Windmill,12,10,238.1225775586291,1.0,0,-132.53999999999996,2,1,0,-1.67,2,1,0,-1.9132716141841044
Windmill,2023-06-16,Czech Republic Women @ Windmill,Spain Women @ Windmill,15,10,453.6039151898044,1.0,0,558.95,5,1,0,7.489999999999999,5,1,0,7.527459767720252
Windmill,2023-06-16,Electroclit @ Windmill,3SB - Women,15,10,453.6039151898044,1.0,0,-16.359999999999985,5,1,0,-0.71,5,1,0,-0.6431055224526219
Windmill,2023-06-16,Electroclit @ Windmill,JinX,15,11,381.1647521399218,1.0,0,-220.64999999999998,4,1,0,-3.02,4,1,0,-3.0872642565460424
Windmill,2023-06-16,France Women @ Windmill,Bristol,13,7,557.5316737222639,1.0,0,564.24,6,1,0,7.199999999999999,6,1,0,7.248567732687576
Windmill,2023-06-16,France Women @ Windmill,Poland Women @ Windmill,14,5,600.0,1.0,0,777.0699999999999,9,1,0,9.85,9,1,0,9.412666701792428
Windmill,2023-06-16,Germany Women @ Windmill,France Women @ Windmill,13,12,125.0,1.0,0,275.37,1,1,0,3.370000000000001,1,1,0,3.229895094986748
Windmill,2023-06-16,Germany Women @ Windmill,Ireland Women @ Windmill,15,4,600.0,1.0,0,679.14,11,1,0,9.49,11,1,0,8.8649859820612
Windmill,2023-06-16,Germany Women @ Windmill,Mermaid lumberjacks @ Windmill,15,7,600.0,1.0,0,360.39,8,1,0,4.130000000000001,8,1,0,4.160126163428362
Windmill,2023-06-16,Germany Women @ Windmill,Switzerland Women @ Windmill,15,7,600.0,1.0,0,523.3599999999999,8,1,0,6.75,8,1,0,6.802527330855757
Windmill,2023-06-16,Iceni,Ireland Women @ Windmill,11,11,0.0,1.0,0,-81.07,0,1,0,-0.1499999999999999,0,1,0,0.058499703406804215
Windmill,2023-06-16,Ireland Women @ Windmill,Electroclit @ Windmill,15,9,515.4814780292847,1.0,0,493.81999999999994,6,1,0,6.0,6,1,0,5.901427975509634
Windmill,2023-06-16,Ireland Women @ Windmill,JinX,15,6,600.0,1.0,0,273.16999999999996,9,1,0,2.98,9,1,0,3.0621171981307604
Windmill,2023-06-16,JinX,Frizzly Bears Women,15,10,453.6039151898044,1.0,0,632.3000000000001,5,1,0,8.51,5,1,0,8.393478398503131
Windmill,2023-06-16,La SÃ©ptima @ Windmill,Electroclit @ Windmill,15,11,381.1647521399218,1.0,0,158.05999999999997,4,1,0,2.63,4,1,0,2.572329508048579
Windmill,2023-06-16,La SÃ©ptima @ Windmill,Poland Women @ Windmill,12,10,238.1225775586291,1.0,0,37.54,2,1,0,0.36,2,1,0,0.512800085090868
Windmill,2023-06-16,Mermaid lumberjacks @ Windmill,Czech Republic Women @ Windmill,14,10,398.70186369942724,1.0,0,47.51999999999998,4,1,0,0.9100000000000001,4,1,0,0.931798649858349
Windmill,2023-06-16,Mermaid lumberjacks @ Windmill,Iceni,12,12,0.0,1.0,0,399.82,0,1,0,5.51,0,1,0,5.5768679041410465
Windmill,2023-06-16,Mermaid lumberjacks @ Windmill,SYC,15,3,600.0,1.0,0,643.06,12,1,0,8.76,12,1,0,8.445875251918832
Windmill,2023-06-16,Poland Women @ Windmill,Frizzly Bears Women,15,5,600.0,1.0,0,532.1700000000001,10,1,0,7.76,10,1,0,7.646339439336103
Windmill,2023-06-16,SYC,La SÃ©ptima @ Windmill,13,9,418.5661446562001,1.0,0,11.45,4,1,0,-0.030000000000000027,4,1,0,-0.0037499999218759683
Windmill,2023-06-16,Seagulls,3SB - Women,14,12,220.95664314305532,1.0,0,360.59000000000003,2,1,0,4.53,2,1,0,4.715045661961113
Windmill,2023-06-16,Seagulls,Iceni,13,12,125.0,1.0,0,-35.79999999999998,1,1,0,-0.6099999999999999,1,1,0,-0.7718177693943087
Windmill,2023-06-16,Seagulls,SYC,12,9,345.3654772346762,1.0,0,207.44,3,1,0,2.64,3,1,0,2.892813862017327
Windmill,2023-06-16,Spain Women @ Windmill,3SB - Women,14,11,313.3379659704299,1.0,0,189.74,3,1,0,2.25,3,1,0,2.2831195763454666
Windmill,2023-06-16,Spice,Poland Women @ Windmill,15,7,600.0,1.0,0,181.3,8,1,0,2.28,8,1,0,2.3709532544279455
Windmill,2023-06-16,Spice,Spain Women @ Windmill,15,8,564.8086448756737,1.0,0,95.72,7,1,0,1.5899999999999999,7,1,0,1.526200435531699
Windmill,2023-06-16,Switzerland Women @ Windmill,Bristol,13,8,496.1596377856195,1.0,0,316.25,5,1,0,3.8200000000000003,5,1,0,3.770203185041055
Windmill,2023-06-16,Switzerland Women @ Windmill,JinX,15,5,600.0,1.0,0,428.95,10,1,0,5.720000000000001,10,1,0,5.662616322778998
Windmill,2023-06-16,Switzerland Women @ Windmill,Spice,14,11,313.3379659704299,1.0,0,347.78,3,1,0,4.19,3,1,0,4.473099042141609
Windmill,2023-06-17,3SB - Women,JinX,15,10,453.6039151898044,1.0,0,-204.29000000000002,5,1,0,-2.31,5,1,0,-2.4659184001949352
Windmill,2023-06-17,3SB - Women,Poland Women @ Windmill,15,11,381.1647521399218,1.0,0,-104.16,4,1,0,-1.56,4,1,0,-1.4370788131127892
Windmill,2023-06-17,Austria Women @ Windmill,Ireland Women @ Windmill,12,12,0.0,1.0,0,127.11000000000001,0,1,0,2.75,0,1,0,2.7857914784535147
Windmill,2023-06-17,Belgium Women @ Windmill,Austria Women @ Windmill,14,13,125.0,1.0,0,-9.259999999999991,1,1,0,-0.2999999999999998,1,1,0,-0.2069868606409031
Windmill,2023-06-17,Bristol,Seagulls,9,9,0.0,0.9733285267845752,0,-43.599999999999994,0,1,0,-0.3200000000000003,0,1,0,-0.2872148914706525
Windmill,2023-06-17,Czech Republic Women @ Windmill,Switzerland Women @ Windmill,14,10,398.70186369942724,1.0,0,115.44999999999999,4,1,0,1.709999999999999,4,1,0,2.1172682311367836
Windmill,2023-06-17,Electroclit @ Windmill,Frizzly Bears Women,14,10,398.70186369942724,1.0,0,411.6500000000001,4,1,0,5.49,4,1,0,5.9968631672844595
Windmill,2023-06-17,France Women @ Windmill,Czech Republic Women @ Windmill,15,13,214.17926913507503,1.0,0,132.53999999999996,2,1,0,1.67,2,1,0,1.9132716141841009
Windmill,2023-06-17,France Women @ Windmill,Mermaid lumberjacks @ Windmill,12,8,441.15462425988915,1.0,0,85.01999999999998,4,1,0,0.7599999999999998,4,1,0,0.9893117602595627
Windmill,2023-06-17,France Women @ Windmill,Spice,15,9,515.4814780292847,1.0,0,595.77,6,1,0,7.569999999999999,6,1,0,7.817061465337961
Windmill,2023-06-17,Germany Women @ Windmill,Austria Women @ Windmill,14,8,536.0348119187572,1.0,0,552.03,6,1,0,6.74,6,1,0,6.82871425302422
Windmill,2023-06-17,Germany Women @ Windmill,Czech Republic Women @ Windmill,12,9,345.3654772346762,1.0,0,407.90999999999997,3,1,0,5.040000000000001,3,1,0,5.005684654591835
Windmill,2023-06-17,Germany Women @ Windmill,Mermaid lumberjacks @ Windmill,14,10,398.70186369942724,1.0,0,360.39,4,1,0,4.130000000000001,4,1,0,4.160126163428362
Windmill,2023-06-17,Iceni,Bristol,15,9,515.4814780292847,1.0,0,79.39999999999998,6,1,0,0.9300000000000002,6,1,0,1.0579902932942424
Windmill,2023-06-17,Iceni,SYC,10,10,0.0,1.0,0,243.23999999999998,0,1,0,3.25,0,1,0,3.628623986934226
Windmill,2023-06-17,Ireland Women @ Windmill,Bristol,11,8,365.60925011032475,1.0,0,160.46999999999997,3,1,0,1.08,3,1,0,0.9997656014916387
Windmill,2023-06-17,La SÃ©ptima @ Windmill,3SB - Women,14,11,313.3379659704299,1.0,0,141.7,3,1,0,1.92,3,1,0,1.9435133810593221
Windmill,2023-06-17,La SÃ©ptima @ Windmill,Frizzly Bears Women,15,5,600.0,1.0,0,569.71,10,1,0,8.120000000000001,10,1,0,8.019386792961104
Windmill,2023-06-17,La SÃ©ptima @ Windmill,Spain Women @ Windmill,10,9,125.0,1.0,0,-48.04,1,1,0,-0.32999999999999996,1,1,0,-0.3464383811971281
Windmill,2023-06-17,Mermaid lumberjacks @ Windmill,Belgium Women @ Windmill,12,7,520.5112660164395,1.0,0,200.89999999999998,5,1,0,2.9099999999999993,5,1,0,3.252059683369218
Windmill,2023-06-17,Poland Women @ Windmill,JinX,15,8,564.8086448756737,1.0,0,-100.13,7,1,0,-0.75,7,1,0,-1.0453029651719152
Windmill,2023-06-17,SYC,Electroclit @ Windmill,11,8,365.60925011032475,1.0,0,169.51,3,1,0,2.6,3,1,0,2.5686896333934257
Windmill,2023-06-17,SYC,Poland Women @ Windmill,11,9,249.2068104043629,1.0,0,48.989999999999995,2,1,0,0.32999999999999996,2,1,0,0.5090544358882028
Windmill,2023-06-17,Seagulls,Electroclit @ Windmill,15,4,600.0,1.0,0,376.95,11,1,0,5.24,11,1,0,5.286900869020705
Windmill,2023-06-17,Seagulls,Ireland Women @ Windmill,15,6,600.0,1.0,0,-116.86999999999998,9,1,0,-0.7599999999999998,9,1,0,-0.7134612373974356
Windmill,2023-06-17,Spain Women @ Windmill,Frizzly Bears Women,15,6,600.0,1.0,0,617.75,9,1,0,8.45,9,1,0,8.263786749516072
Windmill,2023-06-17,Spain Women @ Windmill,JinX,15,10,453.6039151898044,1.0,0,-14.550000000000004,5,1,0,-0.06000000000000005,5,1,0,-0.1874902349853116
Windmill,2023-06-17,Spice,Iceni,13,8,496.1596377856195,1.0,0,-110.92999999999998,5,1,0,-1.3000000000000003,5,1,0,-1.8113674248217677
Windmill,2023-06-17,Switzerland Women @ Windmill,Belgium Women @ Windmill,10,10,0.0,1.0,0,37.93000000000001,0,1,0,0.29000000000000004,0,1,0,0.23997952209693452
Windmill,2023-06-17,Switzerland Women @ Windmill,Spice,12,10,238.1225775586291,1.0,0,347.78,2,1,0,4.19,2,1,0,4.473099042141609
Windmill,2023-06-18,Austria Women @ Windmill,Spice,15,5,600.0,1.0,0,319.11,10,1,0,4.2,10,1,0,4.4430139500907195
Windmill,2023-06-18,Bristol,JinX,15,7,600.0,1.0,0,112.7,8,1,0,1.9,8,1,0,2.090799473719443
Windmill,2023-06-18,Germany Women @ Windmill,France Women @ Windmill,13,11,228.8403622143806,1.0,0,275.37,2,1,0,3.370000000000001,2,1,0,3.229895094986748
Windmill,2023-06-18,Ireland Women @ Windmill,3SB - Women,15,9,515.4814780292847,1.0,0,477.46,6,1,0,5.29,6,1,0,5.3485402252013365
Windmill,2023-06-18,Mermaid lumberjacks @ Windmill,Czech Republic Women @ Windmill,15,10,453.6039151898044,1.0,0,47.51999999999998,5,1,0,0.9100000000000001,5,1,0,0.931798649858349
Windmill,2023-06-18,Poland Women @ Windmill,Electroclit @ Windmill,15,9,515.4814780292847,1.0,0,120.51999999999998,6,1,0,2.27,6,1,0,2.071674877410725
Windmill,2023-06-18,SYC,Frizzly Bears Women,15,5,600.0,1.0,0,581.1600000000001,10,1,0,8.09,10,1,0,8.01670827775833
Windmill,2023-06-18,Seagulls,La SÃ©ptima @ Windmill,10,6,496.1596377856195,0.9176629354822471,0,218.89000000000001,4,1,0,2.6100000000000003,4,1,0,2.8892031608751196
Windmill,2023-06-18,Spain Women @ Windmill,Iceni,13,11,228.8403622143806,1.0,0,-206.64999999999998,2,1,0,-2.89,2,1,0,-3.297057866455967
Windmill,2023-06-18,Switzerland Women @ Windmill,Belgium Women @ Windmill,13,11,228.8403622143806,1.0,0,37.93000000000001,2,1,0,0.29000000000000004,2,1,0,0.23997952209693452
London Invite,2023-06-23,AUSU24s @ London Invite,GB Women @ London Invite,13,12,125.0,1.0,0,-60.22000000000003,1,1,0,-0.8999999999999995,1,1,0,-0.918349996526695
London Invite,2023-06-23,AUSU24s @ London Invite,GBWU24 @ London Invite,11,8,365.60925011032475,1.0,0,338.43,3,1,0,3.1800000000000006,3,1,0,3.192682597348117
London Invite,2023-06-23,AUSU24s @ London Invite,GBWU24 @ London Invite,7,3,600.0,0.7254762501100116,0,338.43,4,1,0,3.1800000000000006,4,1,0,3.192682597348117
London Invite,2023-06-23,GB Masters Women @ London Invite,AUSU24s @ London Invite,13,11,228.8403622143806,1.0,0,-98.18,2,1,0,-0.3799999999999999,2,1,0,-0.3726732917769393
London Invite,2023-06-23,GB Masters Women @ London Invite,GBWU24 @ London Invite,15,7,600.0,1.0,0,240.25,8,1,0,2.8000000000000007,8,1,0,2.835001138509476
London Invite,2023-06-23,GB Women @ London Invite,YAKA,15,10,453.6039151898044,1.0,0,-113.88999999999999,5,1,0,-0.9500000000000002,5,1,0,-0.9601852871149106
London Invite,2023-06-23,GB Womens @ London Invite,GB Masters Women @ London Invite,12,10,238.1225775586291,1.0,0,238.12,2,1,0,2.0,2,1,0,2.000265298115547
London Invite,2023-06-23,GBWU24 @ London Invite,GB Masters Women @ London Invite,7,4,496.1596377856195,0.7608859102526822,0,-240.25,3,1,0,-2.8000000000000007,3,1,0,-2.8350011385094778
London Invite,2023-06-23,YAKA,AUSU24s @ London Invite,11,9,249.2068104043629,1.0,0,174.11,2,1,0,1.8499999999999996,2,1,0,1.8712019504271247
London Invite,2023-06-23,YAKA,GB Masters Women @ London Invite,14,10,398.70186369942724,1.0,0,272.29,4,1,0,2.2299999999999995,4,1,0,2.236942242468132
London Invite,2023-06-23,YAKA,GB Women @ London Invite,13,8,496.1596377856195,1.0,0,113.88999999999999,5,1,0,0.9500000000000002,5,1,0,0.9601852871149106
London Invite,2023-06-23,YAKA,GBWU24 @ London Invite,13,8,496.1596377856195,1.0,0,512.54,5,1,0,5.03,5,1,0,4.9329070114341675
EUCR Gent,2023-08-07,FABulous,Wuf.,15,12,300.4922431832018,1.0,0,131.91,3,1,0,1.2100000000000002,3,1,0,1.2108595366719435
EUCR Gent,2023-08-07,Heidees Frauen,FABulous,15,11,381.1647521399218,1.0,0,419.39,4,1,0,5.13,4,1,0,5.23296325443129
EUCR Gent,2023-08-07,Heidees Frauen,FABulous,13,11,228.8403622143806,1.0,0,419.39,2,1,0,5.13,2,1,0,5.23296325443129
EUCR Gent,2023-08-07,Heidees Frauen,Lillipuc,11,5,600.0,0.9176629354822471,0,521.23,6,1,0,5.32,6,1,0,5.401489612893823
EUCR Gent,2023-08-07,Heidees Frauen,Seagulls,15,9,515.4814780292847,1.0,0,97.42999999999998,6,1,0,0.25,6,1,0,0.39291010104401636
EUCR Gent,2023-08-07,Jetset LUV,Lillipuc,15,11,381.1647521399218,1.0,0,440.33000000000004,4,1,0,4.640000000000001,4,1,0,4.812825813598188
EUCR Gent,2023-08-07,Jetset LUV,Seagulls,14,11,313.3379659704299,1.0,0,16.53,3,1,0,-0.43000000000000016,3,1,0,-0.2729698611532694
EUCR Gent,2023-08-07,Jetset LUV,Seagulls,13,8,496.1596377856195,1.0,0,16.53,5,1,0,-0.43000000000000016,5,1,0,-0.2729698611532694
EUCR Gent,2023-08-07,Jetset LUV,Wuf.,14,12,220.95664314305532,1.0,0,470.4,2,1,0,5.66,2,1,0,5.7075748510116995
EUCR Gent,2023-08-07,Lillipuc,Wuf.,9,8,125.0,0.9459053029269173,0,30.069999999999993,1,1,0,1.02,1,1,0,1.0191772825626835
EUCR Gent,2023-08-07,Mooncup,FABulous,14,7,582.8868714046324,1.0,0,708.3900000000001,7,1,0,8.17,7,1,0,7.800659300962163
EUCR Gent,2023-08-07,Mooncup,Heidees Frauen,15,13,214.17926913507503,1.0,0,289.00000000000006,2,1,0,3.04,2,1,0,3.136786719476355
EUCR Gent,2023-08-07,Mooncup,Seagulls,13,7,557.5316737222639,1.0,0,386.43000000000006,6,1,0,3.29,6,1,0,3.5104676459954156
EUCR Gent,2023-08-07,Mooncup,Tequila Boom Boom,12,8,441.15462425988915,1.0,0,396.53000000000003,4,1,0,4.25,4,1,0,4.371748154952019
EUCR Gent,2023-08-07,Mooncup,Tequila Boom Boom,15,11,381.1647521399218,1.0,0,396.53000000000003,4,1,0,4.25,4,1,0,4.371748154952019
EUCR Gent,2023-08-07,Seagulls,Lillipuc,12,9,345.3654772346762,1.0,0,423.8,3,1,0,5.07,3,1,0,5.056272517638909
EUCR Gent,2023-08-07,Seagulls,Wuf.,15,5,600.0,1.0,0,453.87,10,1,0,6.09,10,1,0,5.939417652442202
EUCR Gent,2023-08-07,Tequila Boom Boom,FABulous,14,11,313.3379659704299,1.0,0,311.86,3,1,0,3.92,3,1,0,4.041462461374753
EUCR Gent,2023-08-07,Tequila Boom Boom,Heidees Frauen,13,11,228.8403622143806,1.0,0,-107.52999999999997,2,1,0,-1.2100000000000004,2,1,0,-1.3151147048913838
EUCR Gent,2023-08-07,Tequila Boom Boom,Jetset LUV,12,8,441.15462425988915,1.0,0,-26.629999999999995,4,1,0,-0.5300000000000002,4,1,0,-0.6520887468996683
EUCR Gent,2023-08-07,Wuf.,Lillipuc,11,10,125.0,1.0,0,-30.069999999999993,1,1,0,-1.02,1,1,0,-1.0191772825626835
EUCR Warsaw,2023-08-27,3SB - Women,Panthers Wroclaw - Women,15,11,381.1647521399218,1.0,0,0.75,4,1,0,-0.17999999999999994,4,1,0,-0.08399912193101677
EUCR Warsaw,2023-08-27,East Block,3SB - Women,15,5,600.0,1.0,0,456.3,10,1,0,5.84,10,1,0,6.102993308420466
EUCR Warsaw,2023-08-27,East Block,Panthers Wroclaw - Women,15,11,381.1647521399218,1.0,0,457.05,4,1,0,5.66,4,1,0,6.032739342800859
