Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
DFV-Pokal Mixed,2023-05-29,FRuBB,Bonnsai,13,8,496.1596377856195,1.0,0,658.14,5,1,0,12.2,5,1,0,9.206572023910681
DFV-Pokal Mixed,2023-05-29,FRuBB,Colorado,15,11,381.1647521399218,1.0,0,211.85999999999999,4,1,0,3.65,4,1,0,2.520614236552017
DFV-Pokal Mixed,2023-05-29,FRuBB,Hucks Ultimate Club Berlin,13,4,600.0,1.0,0,221.42,9,1,0,6.22,9,1,0,2.7198402622782822
DFV-Pokal Mixed,2023-05-29,FRuBB,Maultaschen,15,11,381.1647521399218,1.0,0,479.72999999999996,4,1,0,6.57,4,1,0,5.525733124794673
DFV-Pokal Mixed,2023-05-29,Hucks Ultimate Club Berlin,Bonnsai,13,3,600.0,1.0,0,436.72,10,1,0,5.9799999999999995,10,1,0,7.299047831762582
DFV-Pokal Mixed,2023-05-29,Hucks Ultimate Club Berlin,Maultaschen,15,10,453.6039151898044,1.0,0,258.30999999999995,5,1,0,0.35000000000000053,5,1,0,3.0067305918934153
DFV-Pokal Mixed,2023-05-29,Maultaschen,TV Bad Rappenau,13,9,418.5661446562001,1.0,0,13.100000000000023,4,1,0,-1.0000000000000004,4,1,0,0.386914155296596
DFV-Pokal Mixed,2023-05-29,Nullacht! Ultimate,Bonnsai,13,3,600.0,1.0,1,719.4,10,1,0,18.2,10,1,0,9.807367965241642
DFV-Pokal Mixed,2023-05-29,Nullacht! Ultimate,Bremen Ultimate,15,10,453.6039151898044,1.0,0,116.98,5,1,0,4.14,5,1,0,1.5068997650978204
DFV-Pokal Mixed,2023-05-29,Nullacht! Ultimate,FRuBB,13,12,125.0,1.0,0,61.26000000000002,1,1,0,6.0,1,1,0,1.0034988803528293
DFV-Pokal Mixed,2023-05-29,Nullacht! Ultimate,Hucks Ultimate Club Berlin,13,12,125.0,1.0,0,282.68,1,1,0,12.219999999999999,1,1,0,3.6787145908042085
DFV-Pokal Mixed,2023-05-29,TV Bad Rappenau,Bonnsai,14,8,536.0348119187572,1.0,0,165.31,6,1,0,6.629999999999999,6,1,0,4.405352436122676
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,Bremen Ultimate,13,7,557.5316737222639,1.0,0,290.4,6,1,0,3.3899999999999997,6,1,0,3.5296024843917806
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,Colorado,13,6,600.0,1.0,0,446.53999999999996,7,1,0,8.9,7,1,0,5.383856899846663
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,Maultaschen,13,7,557.5316737222639,1.0,0,714.41,6,1,0,11.82,6,1,0,7.975906738601623
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,Nullacht! Ultimate,15,9,515.4814780292847,1.0,0,173.42,6,1,0,-0.75,6,1,0,2.071674877410725
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,TV Bad Rappenau,13,8,496.1596377856195,1.0,0,727.51,5,1,0,10.82,5,1,0,8.249672376084792
DFV-Pokal Mixed,2023-05-29,Zamperl,Bonnsai,13,4,600.0,1.0,0,971.99,9,1,0,17.0,9,1,0,11.374482710327083
DFV-Pokal Mixed,2023-05-29,Zamperl,Bremen Ultimate,15,10,453.6039151898044,1.0,0,369.57,5,1,0,2.9399999999999995,5,1,0,4.52088029978929
DFV-Pokal Mixed,2023-05-29,Zamperl,FRuBB,13,11,228.8403622143806,1.0,0,313.85,2,1,0,4.8,2,1,0,4.05536981508066
DFV-Pokal Mixed,2023-05-29,Zamperl,Hucks Ultimate Club Berlin,13,7,557.5316737222639,1.0,0,535.27,6,1,0,11.02,6,1,0,6.458596525913524
DFV-Pokal Mixed,2023-05-29,Zamperl,Nullacht! Ultimate,13,11,228.8403622143806,1.0,0,252.59,2,1,0,-1.2000000000000002,2,1,0,3.108086678411844
DFV-Pokal Mixed,2023-05-29,Zamperl,Tiefseetaucher,15,10,453.6039151898044,1.0,0,79.17000000000002,5,1,0,-0.4500000000000002,5,1,0,1.0669451395156173
Elite Invite,2023-05-29,DISConnection,Deep Space,14,13,125.0,1.0,0,-114.91000000000003,1,1,0,-3.4799999999999995,1,1,0,-1.53139590025412
Elite Invite,2023-05-29,DISConnection,PUC,15,5,600.0,1.0,0,354.23,10,1,0,2.83,10,1,0,4.900105131682174
Elite Invite,2023-05-29,DISConnection,Reading,12,9,345.3654772346762,1.0,0,-72.94,3,1,0,-0.3899999999999997,3,1,0,-1.538817348349717
Elite Invite,2023-05-29,DISConnection,Smog,15,12,300.4922431832018,1.0,0,215.93,3,1,0,3.0700000000000003,3,1,0,2.7597140651682004
Elite Invite,2023-05-29,Deep Space,Mosquitos,15,4,600.0,1.0,0,401.47,11,1,0,6.64,11,1,0,5.985516829872822
Elite Invite,2023-05-29,Deep Space,PUC,15,9,515.4814780292847,1.0,0,469.14000000000004,6,1,0,6.31,6,1,0,6.223926154066934
Elite Invite,2023-05-29,Deep Space,Sesquidistus,13,10,328.14240231865136,1.0,0,161.06,3,1,0,2.9699999999999998,3,1,0,2.2853173998000464
Elite Invite,2023-05-29,GRUT,Deep Space,15,8,564.8086448756737,1.0,0,176.84000000000003,7,1,0,1.9400000000000004,7,1,0,2.3899621480467523
Elite Invite,2023-05-29,GRUT,Deep Space,13,11,228.8403622143806,1.0,0,176.84000000000003,2,1,0,1.9400000000000004,2,1,0,2.3899621480467523
Elite Invite,2023-05-29,GRUT,PUC,15,6,600.0,1.0,1,645.98,9,1,0,8.25,9,1,0,8.079730229345401
Elite Invite,2023-05-29,GRUT,Smog,12,9,345.3654772346762,1.0,0,507.68000000000006,3,1,0,8.49,3,1,0,6.319234639590864
Elite Invite,2023-05-29,Mosquitos,GRUT,13,11,228.8403622143806,1.0,0,-578.3100000000001,2,1,0,-8.58,2,1,0,-7.874810474563085
Elite Invite,2023-05-29,Mosquitos,PUC,15,11,381.1647521399218,1.0,0,67.67,4,1,0,-0.33000000000000007,4,1,0,0.2857154385538401
Elite Invite,2023-05-29,Mosquitos,PUC,12,10,238.1225775586291,1.0,0,67.67,2,1,0,-0.33000000000000007,2,1,0,0.2857154385538401
Elite Invite,2023-05-29,Reading,DISConnection,14,11,313.3379659704299,1.0,0,72.94,3,1,0,0.3899999999999997,3,1,0,1.538817348349717
Elite Invite,2023-05-29,Reading,GRUT,15,10,453.6039151898044,1.0,0,-218.81000000000006,5,1,0,-5.03,5,1,0,-2.382651963589433
Elite Invite,2023-05-29,Reading,Mosquitos,15,9,515.4814780292847,1.0,0,359.5,6,1,0,3.55,6,1,0,5.991821357761495
Elite Invite,2023-05-29,Reading,Sesquidistus,15,10,453.6039151898044,1.0,0,119.08999999999997,5,1,0,-0.1200000000000001,5,1,0,2.29264275197718
Elite Invite,2023-05-29,Reading,Smog,15,5,600.0,1.0,0,288.87,10,1,0,3.46,10,1,0,4.218902978422623
Elite Invite,2023-05-29,Sesquidistus,DISConnection,14,13,125.0,1.0,0,-46.14999999999998,1,1,0,0.5099999999999998,1,1,0,-0.7658335319515608
Elite Invite,2023-05-29,Sesquidistus,PUC,15,8,564.8086448756737,1.0,0,308.08000000000004,7,1,0,3.34,7,1,0,4.204394639069001
Elite Invite,2023-05-29,Sesquidistus,Smog,15,7,600.0,1.0,0,169.78000000000003,8,1,0,3.58,8,1,0,2.0127871489636284
Elite Invite,2023-05-29,Sesquidistus,Smog,13,7,557.5316737222639,1.0,0,169.78000000000003,6,1,0,3.58,6,1,0,2.0127871489636284
Elite Invite,2023-05-29,Smog,Mosquitos,15,12,300.4922431832018,1.0,0,70.63,3,1,0,0.09000000000000008,3,1,0,1.9973185670484241
EUCR Istanbul,2023-06-11,Fireball Ultimate,OldSchool,9,7,279.3368557106305,0.9176629354822471,0,84.81,2,1,0,-2.35,2,1,0,0.7920127410702236
EUCR Istanbul,2023-06-11,Fireball Ultimate,Shopski Otryad,9,4,600.0,0.8271701918685112,0,99.90999999999997,5,1,0,-1.9300000000000002,5,1,0,0.0922488369757204
EUCR Istanbul,2023-06-11,Fireball Ultimate,Steamhuck,10,9,125.0,1.0,0,-33.09,1,1,0,1.1099999999999999,1,1,0,0.2842159799247934
EUCR Istanbul,2023-06-11,Fireball Ultimate,Transylvania Ultimate,8,7,125.0,0.8885233166386386,0,322.67999999999995,1,1,0,4.46,1,1,0,3.063554658369924
EUCR Istanbul,2023-06-11,OldSchool,Seahawks Ultimate,12,11,125.0,1.0,0,361.77000000000004,1,1,0,10.15,1,1,0,3.925744165689167
EUCR Istanbul,2023-06-11,OldSchool,Shopski Otryad,11,7,466.8933257329327,0.9733285267845752,0,15.099999999999966,4,1,0,0.42000000000000004,4,1,0,-0.6999912060298623
EUCR Istanbul,2023-06-11,OldSchool,Steamhuck,11,10,125.0,1.0,0,-117.9,1,1,0,3.46,1,1,0,-0.5083052984057179
EUCR Istanbul,2023-06-11,Seahawks Ultimate,Transylvania Ultimate,10,9,125.0,1.0,0,-123.90000000000009,1,1,0,-3.34,1,1,0,-1.697448023294731
EUCR Istanbul,2023-06-11,Shopski Otryad,Seahawks Ultimate,15,5,600.0,1.0,0,346.6700000000001,10,1,0,9.73,10,1,0,4.569921671405346
EUCR Istanbul,2023-06-11,Shopski Otryad,Steamhuck,12,11,125.0,1.0,0,-132.99999999999997,1,1,0,3.04,1,1,0,0.19198951492714933
EUCR Istanbul,2023-06-11,Shopski Otryad,Transylvania Ultimate,15,8,564.8086448756737,1.0,0,222.76999999999998,7,1,0,6.39,7,1,0,2.975042598583716
EUCR Istanbul,2023-06-11,Steamhuck,Fireball Ultimate,8,6,300.4922431832018,0.8583950752789521,0,33.09,2,1,0,-1.1099999999999999,2,1,0,-0.2842159799247952
EUCR Istanbul,2023-06-11,Steamhuck,OldSchool,11,8,365.60925011032475,1.0,0,117.9,3,1,0,-3.46,3,1,0,0.5083052984057197
EUCR Istanbul,2023-06-11,Transylvania Ultimate,Seahawks Ultimate,11,7,466.8933257329327,0.9733285267845752,0,123.90000000000009,4,1,0,3.34,4,1,0,1.6974480232947329
EUCR Istanbul,2023-06-11,Zoom Ultimate,Fireball Ultimate,11,8,365.60925011032475,1.0,0,20.5,3,1,0,1.9000000000000001,3,1,0,0.4333793524612535
EUCR Istanbul,2023-06-11,Zoom Ultimate,OldSchool,10,9,125.0,1.0,0,105.31,1,1,0,-0.45,1,1,0,1.2235255809565153
EUCR Istanbul,2023-06-11,Zoom Ultimate,Seahawks Ultimate,11,8,365.60925011032475,1.0,0,467.08000000000004,3,1,0,9.7,3,1,0,5.041641930679354
EUCR Istanbul,2023-06-11,Zoom Ultimate,Transylvania Ultimate,13,6,600.0,1.0,0,343.17999999999995,7,1,0,6.36,7,1,0,3.476420329140531
Windmill,2023-06-16,Austria Mixed @ Windmill,DTU,15,0,600.0,1.0,0,834.06,15,1,0,13.36,15,1,0,11.397369208496233
Windmill,2023-06-16,Austria Mixed @ Windmill,Denmark Mixed @ Windmill,14,4,600.0,1.0,0,149.89000000000001,10,1,0,4.68,10,1,0,4.558352115211655
Windmill,2023-06-16,Belgium Mixed @ Windmill,DTU,15,5,600.0,1.0,0,643.5699999999999,10,1,0,10.48,10,1,0,8.617861300485458
Windmill,2023-06-16,Chang Chi and the Legend of 20ish Rings @ Windmill,Disckatus Ultimate Madrid @ Windmill,11,5,600.0,0.9176629354822471,0,653.6,6,1,0,6.32,6,1,0,9.310103556896241
Windmill,2023-06-16,Chang Chi and the Legend of 20ish Rings @ Windmill,Ellipsis @ Windmill,12,11,125.0,1.0,0,-35.51999999999998,1,1,0,-4.119999999999999,1,1,0,-0.22573295723096365
Windmill,2023-06-16,Czech Republic Mixed @ Windmill,Belgium Mixed @ Windmill,11,11,0.0,1.0,0,126.30000000000001,0,1,0,-0.04999999999999982,0,1,0,1.3463667712074034
Windmill,2023-06-16,DISConnection,Kingdom of Raptors @ Windmill,15,4,600.0,1.0,0,571.4,11,1,0,7.96,11,1,0,8.026347581929706
Windmill,2023-06-16,DISConnection,PUC,15,9,515.4814780292847,1.0,0,354.23,6,1,0,2.83,6,1,0,4.900105131682174
Windmill,2023-06-16,DTU,Kingdom of Raptors @ Windmill,11,10,125.0,1.0,0,-224.85999999999999,1,1,0,-2.29,1,1,0,-3.1690455720299973
Windmill,2023-06-16,Deep Space,Disckatus Ultimate Madrid @ Windmill,15,3,600.0,1.0,0,574.11,12,1,0,5.41,12,1,0,7.870463232296306
Windmill,2023-06-16,Deep Space,Too Many Cooks,15,9,515.4814780292847,1.0,0,416.35,6,1,0,7.02,6,1,0,6.3050392775818445
Windmill,2023-06-16,Disckatus Ultimate Madrid @ Windmill,Rainbow Brigade @ Windmill,12,10,238.1225775586291,1.0,0,201.76999999999998,2,1,0,5.87,2,1,0,2.764786031186823
Windmill,2023-06-16,Ellipsis @ Windmill,Estonia Mixed @ Windmill,12,11,125.0,1.0,0,126.69,1,1,0,8.059999999999999,1,1,0,1.526200435531699
Windmill,2023-06-16,Ellipsis @ Windmill,Pampered cats @ Windmill,15,7,600.0,1.0,0,505.6,8,1,0,13.78,8,1,0,7.935480090383091
Windmill,2023-06-16,Estonia Mixed @ Windmill,Frizstyle FBF,15,7,600.0,1.0,0,238.95000000000002,8,1,0,3.16,8,1,0,3.8487850350040986
Windmill,2023-06-16,EuroTrash @ Windmill,New Age Mix,11,8,365.60925011032475,1.0,0,44.140000000000015,3,1,0,0.7899999999999991,3,1,0,0.13799610669181206
Windmill,2023-06-16,EuroTrash @ Windmill,Rainbow Brigade @ Windmill,14,7,582.8868714046324,1.0,0,467.64,7,1,0,8.66,7,1,0,6.806696933373985
Windmill,2023-06-16,FRuBB,Denmark Mixed @ Windmill,12,12,0.0,1.0,0,-79.21000000000001,0,1,0,-0.25,0,1,0,-1.3039504492051908
Windmill,2023-06-16,FRuBB,New Age Mix,11,8,365.60925011032475,1.0,0,46.16999999999999,3,1,0,-1.8900000000000006,3,1,0,-0.4551102711433561
Windmill,2023-06-16,Farmer Brown's Greenhouse (FBG) @ Windmill,Frizstyle FBF,14,12,220.95664314305532,1.0,0,274.17999999999995,2,1,0,5.33,2,1,0,3.2892055062803394
Windmill,2023-06-16,Farmer Brown's Greenhouse (FBG) @ Windmill,HORANGI,14,8,536.0348119187572,1.0,0,481.71999999999997,6,1,0,6.5,6,1,0,5.713987750051253
Windmill,2023-06-16,Farmer Brown's Greenhouse (FBG) @ Windmill,Switzerland Mixed @ Windmill,13,10,328.14240231865136,1.0,0,299.62,3,1,0,5.86,3,1,0,3.603899685138746
Windmill,2023-06-16,Finland Mixed @ Windmill,Fusion Falcons Ultimate Club,13,10,328.14240231865136,1.0,0,653.38,3,1,0,8.75,3,1,0,8.086116882858345
Windmill,2023-06-16,Finland Mixed @ Windmill,NOISE Ultimate @ Windmill,11,9,249.2068104043629,1.0,0,20.83000000000004,2,1,0,-2.96,2,1,0,-1.063960275385341
Windmill,2023-06-16,Force Elektro MXD,Fusion Falcons Ultimate Club,13,7,557.5316737222639,1.0,0,223.26,6,1,0,1.5,6,1,0,2.9872889812892076
Windmill,2023-06-16,Force Elektro MXD,Norway Mixed @ Windmill,9,5,529.0591339672189,0.8583950752789521,0,292.58,4,1,0,3.6400000000000006,4,1,0,3.5303109490768705
Windmill,2023-06-16,France Mixed @ Windmill,Austria Mixed @ Windmill,15,6,600.0,1.0,0,363.56999999999994,9,1,0,4.48,9,1,0,4.54950077293865
Windmill,2023-06-16,France Mixed @ Windmill,Great Britain Mixed @ Windmill,14,10,398.70186369942724,1.0,0,-150.68000000000006,4,1,0,-0.8900000000000006,4,1,0,-1.2510867586599161
Windmill,2023-06-16,France Mixed @ Windmill,Smog,15,5,600.0,1.0,0,617.3,10,1,0,10.66,10,1,0,8.9049083091592
Windmill,2023-06-16,GRUT,Deep Space,14,5,600.0,1.0,0,176.84000000000003,9,1,0,1.9400000000000004,9,1,0,2.3899621480467523
Windmill,2023-06-16,GRUT,EuroTrash @ Windmill,12,10,238.1225775586291,1.0,0,485.08000000000004,2,1,0,4.5600000000000005,2,1,0,6.210882083861538
Windmill,2023-06-16,GRUT,FRuBB,14,9,473.8676990361691,1.0,0,483.05000000000007,5,1,0,7.24,5,1,0,6.694254790309916
Windmill,2023-06-16,Germany Mixed @ Windmill,Fusion Falcons Ultimate Club,15,3,600.0,1.0,0,1144.25,12,1,0,21.11,12,1,0,13.020329715263436
Windmill,2023-06-16,Germany Mixed @ Windmill,Ireland Mixed @ Windmill,15,9,515.4814780292847,1.0,0,164.68999999999994,6,1,0,7.859999999999999,6,1,0,3.6356842353117003
Windmill,2023-06-16,Germany Mixed @ Windmill,Poland Mixed @ Windmill,15,6,600.0,1.0,0,355.63,9,1,0,14.469999999999999,9,1,0,6.170435726819143
Windmill,2023-06-16,Great Britain Mixed @ Windmill,Finland Mixed @ Windmill,15,2,600.0,1.0,0,493.57,13,1,0,7.44,13,1,0,8.422795973474752
Windmill,2023-06-16,Great Britain Mixed @ Windmill,Swedish Royals @ Windmill,15,9,515.4814780292847,1.0,0,412.89,6,1,0,8.56,6,1,0,5.284273368115233
Windmill,2023-06-16,HORANGI,LoL Mixed Ultimate Team,15,5,600.0,1.0,0,418.55,10,1,0,8.06,10,1,0,7.037485220284985
Windmill,2023-06-16,Ireland Mixed @ Windmill,Chang Chi and the Legend of 20ish Rings @ Windmill,14,9,473.8676990361691,1.0,0,190.26,5,1,0,1.1499999999999986,5,1,0,2.596344834267345
Windmill,2023-06-16,Ireland Mixed @ Windmill,Denmark Mixed @ Windmill,15,9,515.4814780292847,1.0,0,496.75,6,1,0,7.109999999999999,6,1,0,7.511737245983419
Windmill,2023-06-16,Italy Mixed @ Windmill,Frizstyle FBF,13,10,328.14240231865136,1.0,0,447.44999999999993,3,1,0,6.6000000000000005,3,1,0,5.895087623872051
Windmill,2023-06-16,Italy Mixed @ Windmill,NOISE Ultimate @ Windmill,13,11,228.8403622143806,1.0,0,274.08,2,1,0,-0.10999999999999943,2,1,0,4.298200855745527
Windmill,2023-06-16,Italy Mixed @ Windmill,Poland Mixed @ Windmill,11,11,0.0,1.0,0,118.00999999999999,0,1,0,4.960000000000001,0,1,0,1.2116046463945231
Windmill,2023-06-16,Lithuania Mixed @ Windmill,Belgium Mixed @ Windmill,15,5,600.0,1.0,0,154.67000000000002,10,1,0,-1.6099999999999999,10,1,0,3.3070490333293385
Windmill,2023-06-16,Lithuania Mixed @ Windmill,Estonia Mixed @ Windmill,12,11,125.0,1.0,0,-101.25,1,1,0,-1.8300000000000005,1,1,0,-1.3768633808624688
Windmill,2023-06-16,Lithuania Mixed @ Windmill,Norway Mixed @ Windmill,15,6,600.0,1.0,0,666.2,9,1,0,8.47,9,1,0,9.631598858790436
Windmill,2023-06-16,LoL Mixed Ultimate Team,Steamhuck,12,11,125.0,1.0,0,-259.85,1,1,0,-4.550000000000001,1,1,0,-3.636390166089777
Windmill,2023-06-16,NOISE Ultimate @ Windmill,PUC,11,9,249.2068104043629,1.0,0,391.88,2,1,0,6.83,2,1,0,5.12396315836839
Windmill,2023-06-16,New Age Mix,DISConnection,15,9,515.4814780292847,1.0,0,-237.47,6,1,0,0.07000000000000028,6,1,0,-2.7662350441952643
Windmill,2023-06-16,PUC,Czech Republic Mixed @ Windmill,11,10,125.0,1.0,0,-327.84000000000003,1,1,0,-3.01,1,1,0,-3.976695144069497
Windmill,2023-06-16,Pampered cats @ Windmill,Czech Republic Mixed @ Windmill,11,10,125.0,1.0,0,-249.29000000000002,1,1,0,-5.45,1,1,0,-3.8214471003484647
Windmill,2023-06-16,Pampered cats @ Windmill,Rainbow Brigade @ Windmill,13,7,557.5316737222639,1.0,0,385.28999999999996,6,1,0,2.5300000000000002,6,1,0,4.89608495842338
Windmill,2023-06-16,Poland Mixed @ Windmill,Steamhuck,15,4,600.0,1.0,0,695.68,11,1,0,6.32,11,1,0,9.74134309066141
Windmill,2023-06-16,Smog,Force Elektro MXD,15,6,600.0,1.0,0,155.71,9,1,0,3.1399999999999997,9,1,0,3.942505976056804
Windmill,2023-06-16,Swedish Royals @ Windmill,LoL Mixed Ultimate Team,15,3,600.0,1.0,0,900.97,12,1,0,11.86,12,1,0,11.44746850972642
Windmill,2023-06-16,Swedish Royals @ Windmill,Smog,11,10,125.0,1.0,0,355.09000000000003,1,1,0,2.99,1,1,0,5.684468219308847
Windmill,2023-06-16,Switzerland Mixed @ Windmill,Kingdom of Raptors @ Windmill,15,8,564.8086448756737,1.0,0,410.24,7,1,0,4.72,7,1,0,6.589341661805822
Windmill,2023-06-16,Switzerland Mixed @ Windmill,Norway Mixed @ Windmill,15,2,600.0,1.0,0,503.05999999999995,13,1,0,6.61,13,1,0,7.721572679288862
Windmill,2023-06-16,Too Many Cooks,HORANGI,12,11,125.0,1.0,0,41.82,1,1,0,0.33999999999999997,1,1,0,-0.9534627525958861
Windmill,2023-06-16,Too Many Cooks,Steamhuck,15,10,453.6039151898044,1.0,0,200.52,5,1,0,3.85,5,1,0,2.9317871666921143
Windmill,2023-06-17,Austria Mixed @ Windmill,Estonia Mixed @ Windmill,10,3,600.0,0.8583950752789521,0,-65.43,7,1,0,2.6599999999999993,7,1,0,0.38016856852993897
Windmill,2023-06-17,Belgium Mixed @ Windmill,HORANGI,14,10,398.70186369942724,1.0,0,190.57,4,1,0,4.109999999999999,4,1,0,1.8579105455659999
Windmill,2023-06-17,Belgium Mixed @ Windmill,New Age Mix,15,11,381.1647521399218,1.0,0,84.78,4,1,0,0.15999999999999925,4,1,0,0.43562746452490586
Windmill,2023-06-17,Belgium Mixed @ Windmill,PUC,13,10,328.14240231865136,1.0,0,201.54,3,1,0,3.0599999999999996,3,1,0,2.6944452752891515
Windmill,2023-06-17,Chang Chi and the Legend of 20ish Rings @ Windmill,Lithuania Mixed @ Windmill,15,6,600.0,1.0,0,192.42000000000002,9,1,0,5.770000000000001,9,1,0,2.658139052628986
Windmill,2023-06-17,Chang Chi and the Legend of 20ish Rings @ Windmill,Poland Mixed @ Windmill,12,11,125.0,1.0,0,0.6800000000000637,1,1,0,5.460000000000001,1,1,0,0.22648278681491085
Windmill,2023-06-17,Czech Republic Mixed @ Windmill,Force Elektro MXD,13,4,600.0,1.0,0,345.25,9,1,0,6.39,9,1,0,5.5412835450073885
Windmill,2023-06-17,Czech Republic Mixed @ Windmill,Fusion Falcons Ultimate Club,13,8,496.1596377856195,1.0,0,568.51,5,1,0,7.89,5,1,0,7.944117934422792
Windmill,2023-06-17,Czech Republic Mixed @ Windmill,New Age Mix,13,9,418.5661446562001,1.0,0,211.08,4,1,0,0.10999999999999943,4,1,0,1.77736113440886
Windmill,2023-06-17,Czech Republic Mixed @ Windmill,Switzerland Mixed @ Windmill,15,12,300.4922431832018,1.0,0,134.77,3,1,0,3.42,3,1,0,0.8750054732152766
Windmill,2023-06-17,DISConnection,EuroTrash @ Windmill,15,8,564.8086448756737,1.0,0,193.32999999999998,7,1,0,-0.8599999999999994,7,1,0,2.6327055232850185
Windmill,2023-06-17,DISConnection,Too Many Cooks,15,7,600.0,1.0,0,301.44,8,1,0,3.54,8,1,0,4.987681674074256
Windmill,2023-06-17,Deep Space,EuroTrash @ Windmill,12,10,238.1225775586291,1.0,0,308.24,2,1,0,2.62,2,1,0,4.090799488476804
Windmill,2023-06-17,Deep Space,Frizstyle FBF,14,10,398.70186369942724,1.0,0,250.63000000000002,4,1,0,6.1899999999999995,4,1,0,3.0498964190229714
Windmill,2023-06-17,Deep Space,New Age Mix,14,10,398.70186369942724,1.0,0,352.38,4,1,0,3.4099999999999993,4,1,0,4.218212299184639
Windmill,2023-06-17,Denmark Mixed @ Windmill,DISConnection,11,10,125.0,1.0,0,-112.09,1,1,0,-1.5700000000000003,1,1,0,-1.9354013027493764
Windmill,2023-06-17,Denmark Mixed @ Windmill,New Age Mix,12,12,0.0,1.0,0,125.38,0,1,0,-1.6400000000000006,0,1,0,0.8510849287176896
Windmill,2023-06-17,Denmark Mixed @ Windmill,Switzerland Mixed @ Windmill,12,9,345.3654772346762,1.0,0,49.06999999999999,3,1,0,1.67,3,1,0,-0.057749714668567265
Windmill,2023-06-17,Disckatus Ultimate Madrid @ Windmill,Fusion Falcons Ultimate Club,13,7,557.5316737222639,1.0,0,135.7,6,1,0,5.779999999999999,6,1,0,2.623981851192365
Windmill,2023-06-17,Ellipsis @ Windmill,Austria Mixed @ Windmill,13,11,228.8403622143806,1.0,0,192.12,2,1,0,5.4,2,1,0,1.1489948102261351
Windmill,2023-06-17,Ellipsis @ Windmill,EuroTrash @ Windmill,15,8,564.8086448756737,1.0,0,423.25,7,1,0,7.65,7,1,0,6.181647116418997
Windmill,2023-06-17,Ellipsis @ Windmill,GRUT,14,13,125.0,1.0,0,-61.83000000000004,1,1,0,3.09,1,1,0,-0.035249935110767794
Windmill,2023-06-17,Estonia Mixed @ Windmill,Chang Chi and the Legend of 20ish Rings @ Windmill,14,11,313.3379659704299,1.0,0,-91.17000000000002,3,1,0,-3.9400000000000004,3,1,0,-1.3024617715142348
Windmill,2023-06-17,Estonia Mixed @ Windmill,Farmer Brown's Greenhouse (FBG) @ Windmill,13,8,496.1596377856195,1.0,0,-35.22999999999996,5,1,0,-2.17,5,1,0,0.5929408723694696
Windmill,2023-06-17,EuroTrash @ Windmill,Switzerland Mixed @ Windmill,13,12,125.0,1.0,0,-32.16999999999999,1,1,0,4.1,1,1,0,-0.7710697531460564
Windmill,2023-06-17,Farmer Brown's Greenhouse (FBG) @ Windmill,FRuBB,14,8,536.0348119187572,1.0,0,329.76,6,1,0,4.44,6,1,0,4.859196742093523
Windmill,2023-06-17,Farmer Brown's Greenhouse (FBG) @ Windmill,Smog,15,8,564.8086448756737,1.0,0,354.39,7,1,0,5.69,7,1,0,4.441645512048421
Windmill,2023-06-17,Farmer Brown's Greenhouse (FBG) @ Windmill,Swedish Royals @ Windmill,9,9,0.0,0.9733285267845752,0,-0.7000000000000455,0,1,0,2.7,0,1,0,-1.3999141883757744
Windmill,2023-06-17,Finland Mixed @ Windmill,Denmark Mixed @ Windmill,11,9,249.2068104043629,1.0,0,170.57000000000002,2,1,0,2.6100000000000003,2,1,0,1.1303530507511397
Windmill,2023-06-17,Finland Mixed @ Windmill,HORANGI,12,8,441.15462425988915,1.0,0,401.74,4,1,0,4.92,4,1,0,3.358383290394169
Windmill,2023-06-17,Finland Mixed @ Windmill,Pampered cats @ Windmill,15,9,515.4814780292847,1.0,0,334.16,6,1,0,6.3100000000000005,6,1,0,4.0066613291032525
Windmill,2023-06-17,Force Elektro MXD,Kingdom of Raptors @ Windmill,10,9,125.0,1.0,0,199.76,1,1,0,1.75,1,1,0,2.1157980958889624
Windmill,2023-06-17,Force Elektro MXD,Steamhuck,11,9,249.2068104043629,1.0,0,130.32,2,1,0,1.1800000000000002,2,1,0,1.3225567271445513
Windmill,2023-06-17,France Mixed @ Windmill,Ireland Mixed @ Windmill,12,11,125.0,1.0,0,16.709999999999923,1,1,0,2.0500000000000007,1,1,0,1.146757986432661
Windmill,2023-06-17,Frizstyle FBF,FRuBB,15,8,564.8086448756737,1.0,0,55.58000000000001,7,1,0,-0.8899999999999999,7,1,0,1.690043649286821
Windmill,2023-06-17,Frizstyle FBF,Too Many Cooks,12,10,238.1225775586291,1.0,0,165.72,2,1,0,0.83,2,1,0,3.559343611144957
Windmill,2023-06-17,GRUT,Ireland Mixed @ Windmill,13,7,557.5316737222639,1.0,0,-92.90999999999997,6,1,0,-0.11999999999999922,6,1,0,-2.3424252820971017
