Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU,Game_Rank_Diff_Windmill,Game_Wght_Windmill,Is_Ignored_Windmill,Team_Rank_Diff_Windmill,Game_Rank_Diff_Sigmoid,Game_Wght_Sigmoid,Is_Ignored_Sigmoid,Team_Rank_Diff_Sigmoid
Toms Tourney,2023-05-05,Mooncatchers,Red Bulls,15,11,381.1647521399218,1.0,0,782.0,4,1,0,9.18,4,1,0,9.05503649048747
Toms Tourney,2023-05-05,Mooncatchers,Spain open @ Toms Tourney,14,11,313.3379659704299,1.0,0,368.4,3,1,0,4.23,3,1,0,4.768374833602504
Toms Tourney,2023-05-05,Mooncatchers,Tchac,12,10,238.1225775586291,1.0,0,318.72999999999996,2,1,0,4.240000000000001,2,1,0,4.725181687689684
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,BEL U24 @ Toms Tourney,13,11,228.8403622143806,1.0,0,-123.33999999999997,2,1,0,-1.58,2,1,0,-1.7122542541860462
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,GB masters @ Toms Tourney,15,7,600.0,1.0,0,520.4000000000001,8,1,0,6.01,8,1,0,6.226409451198766
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,JetSet Ultimate Open,14,11,313.3379659704299,1.0,0,111.33000000000004,3,1,0,1.3099999999999996,3,1,0,1.483138179035553
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,Panthers Bern,15,12,300.4922431832018,1.0,0,269.44000000000005,3,1,0,3.66,3,1,0,3.844580974444625
Toms Tourney,2023-05-05,Netherlands open @ Toms Tourney,Wall City,11,10,125.0,1.0,0,-36.089999999999975,1,1,0,-0.3200000000000003,1,1,0,-0.38016856852993897
Toms Tourney,2023-05-05,Panthers Bern,Freespeed,12,10,238.1225775586291,1.0,0,129.12,2,1,0,1.5299999999999998,2,1,0,1.7115140226772176
Toms Tourney,2023-05-05,Panthers Bern,GB masters @ Toms Tourney,13,12,125.0,1.0,0,250.96,1,1,0,2.3499999999999996,1,1,0,2.665402884973684
Toms Tourney,2023-05-05,Panthers Bern,Ka-Pow!,15,10,453.6039151898044,1.0,0,494.39,5,1,0,6.3,5,1,0,7.119103613506777
Toms Tourney,2023-05-05,Red Bulls,Bora,12,8,441.15462425988915,1.0,0,348.94,4,1,0,4.37,4,1,0,4.888712596081039
Toms Tourney,2023-05-05,Red Bulls,Bora,15,13,214.17926913507503,1.0,0,348.94,2,1,0,4.37,2,1,0,4.888712596081039
Toms Tourney,2023-05-05,Red Bulls,GB masters @ Toms Tourney,15,11,381.1647521399218,1.0,0,201.59,4,1,0,2.33,4,1,0,2.4440210922761025
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,Alba,12,9,345.3654772346762,1.0,0,220.76999999999998,3,1,0,2.8000000000000003,3,1,0,3.027600603262808
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,Bora,15,7,600.0,1.0,0,762.54,8,1,0,9.32,8,1,0,9.139902806284734
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,Frizstyle,15,10,453.6039151898044,1.0,0,395.74,5,1,0,4.78,5,1,0,4.999685460460398
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,JetSet Ultimate Open,15,9,515.4814780292847,1.0,0,206.12,6,1,0,2.58,6,1,0,2.8371707046714256
Toms Tourney,2023-05-05,Spain open @ Toms Tourney,Red Bulls,15,9,515.4814780292847,1.0,0,413.59999999999997,6,1,0,4.95,6,1,0,5.3046268050063325
Toms Tourney,2023-05-05,Tchac,Freespeed,12,10,238.1225775586291,1.0,0,543.02,2,1,0,6.449999999999999,2,1,0,6.59962738468024
Toms Tourney,2023-05-05,Tchac,Frizzly Bears,14,10,398.70186369942724,1.0,0,591.9300000000001,4,1,0,6.93,4,1,0,7.086520971706648
Toms Tourney,2023-05-05,Tchac,GB U24 open @ Toms Tourney,15,9,515.4814780292847,1.0,0,284.33000000000004,6,1,0,3.2899999999999996,6,1,0,3.5635899301965495
Toms Tourney,2023-05-05,Tchac,Gentle Open,14,9,473.8676990361691,1.0,0,324.59000000000003,5,1,0,3.0199999999999996,5,1,0,3.404655730711692
Toms Tourney,2023-05-05,Tchac,Netherlands open @ Toms Tourney,15,10,453.6039151898044,1.0,0,144.45999999999998,5,1,0,1.2599999999999998,5,1,0,1.4274177046488319
Toms Tourney,2023-05-05,Tchac,Spain open @ Toms Tourney,14,10,398.70186369942724,1.0,0,49.670000000000016,4,1,0,-0.010000000000000675,4,1,0,0.04799983616067216
Toms Tourney,2023-05-05,Wall City,Alba,14,10,398.70186369942724,1.0,0,162.07,4,1,0,1.85,4,1,0,2.0532793642646574
Toms Tourney,2023-05-05,Wall City,Denmark open @ Toms Tourney,13,11,228.8403622143806,1.0,0,268.37,2,1,0,3.26,2,1,0,3.523934167008509
Toms Tourney,2023-05-05,Wall City,GB masters @ Toms Tourney,13,9,418.5661446562001,1.0,0,556.49,4,1,0,6.33,4,1,0,6.537797910984654
Toms Tourney,2023-05-05,Wall City,Iznogood,12,10,238.1225775586291,1.0,0,167.03,2,1,0,2.17,2,1,0,2.3607144561360016
Toms Tourney,2023-05-05,Wall City,Panthers Bern,15,8,564.8086448756737,1.0,0,305.53,7,1,0,3.9800000000000004,7,1,0,4.197482902132023
Vienna Spring Break 2023,2023-05-20,3SB - Open,AUT U24 Open @ Vienna Spring Break 2023,15,7,600.0,1.0,0,650.15,8,1,0,6.970000000000001,8,1,0,7.448061625735168
Vienna Spring Break 2023,2023-05-20,3SB - Open,ESV München  @ Vienna Spring Break 2023,15,4,600.0,1.0,1,1185.39,11,1,0,12.9,11,1,0,11.50283787899216
Vienna Spring Break 2023,2023-05-20,3SB - Open,Red Bulls U20 @ Vienna Spring Break 2023,15,5,600.0,1.0,1,975.4300000000001,10,1,0,11.370000000000001,10,1,0,10.601547408558929
Vienna Spring Break 2023,2023-05-20,3SB - Open,Terrible Monkeys,13,7,557.5316737222639,1.0,0,667.14,6,1,0,7.49,6,1,0,7.564991872247617
Vienna Spring Break 2023,2023-05-20,AUT U24 Open @ Vienna Spring Break 2023,ESV München  @ Vienna Spring Break 2023,15,7,600.0,1.0,0,535.24,8,1,0,5.93,8,1,0,6.5481219915958775
Vienna Spring Break 2023,2023-05-20,AUT U24 Open @ Vienna Spring Break 2023,Red Bulls U20 @ Vienna Spring Break 2023,14,6,600.0,1.0,0,325.28,8,1,0,4.3999999999999995,8,1,0,4.858525437197336
Vienna Spring Break 2023,2023-05-20,Alligators U20 @ Vienna Spring Break 2023,Terrible Monkeys,11,10,125.0,1.0,0,-362.74,1,1,0,-4.680000000000001,1,1,0,-4.68528577263946
Vienna Spring Break 2023,2023-05-20,Catchup  @ Vienna Spring Break 2023,Fire of London,14,11,313.3379659704299,1.0,0,287.52,3,1,0,2.84,3,1,0,3.1353522856905407
Vienna Spring Break 2023,2023-05-20,Catchup  @ Vienna Spring Break 2023,LOL,15,10,453.6039151898044,1.0,0,365.62,5,1,0,3.4299999999999997,5,1,0,3.450149640120525
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,Catchup  @ Vienna Spring Break 2023,15,5,600.0,1.0,0,496.38,10,1,0,6.489999999999999,10,1,0,6.716459489740775
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,Fire of London,15,8,564.8086448756737,1.0,0,783.9,7,1,0,9.33,7,1,0,9.008662371936342
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,Flying Angels Bern,15,12,300.4922431832018,1.0,0,393.09,3,1,0,4.9399999999999995,3,1,0,5.166315651445313
Vienna Spring Break 2023,2023-05-20,FUJ @ Vienna Spring Break 2023,FrankN,15,10,453.6039151898044,1.0,0,531.75,5,1,0,6.43,5,1,0,6.579653961897673
Vienna Spring Break 2023,2023-05-20,FWD>>,AUT U24 Open @ Vienna Spring Break 2023,12,7,520.5112660164395,1.0,0,84.10999999999999,5,1,0,0.10000000000000009,5,1,0,0.5981825961275238
Vienna Spring Break 2023,2023-05-20,FWD>>,Alligators U20 @ Vienna Spring Break 2023,15,7,600.0,1.0,0,463.84000000000003,8,1,0,5.300000000000001,8,1,0,5.355085494983253
Vienna Spring Break 2023,2023-05-20,FWD>>,Terrible Monkeys,12,7,520.5112660164395,1.0,0,101.1,5,1,0,0.6200000000000001,5,1,0,0.7538643256825441
Vienna Spring Break 2023,2023-05-20,FWD>>,Uprising,14,12,220.95664314305532,1.0,0,143.40999999999997,2,1,0,1.3800000000000001,2,1,0,1.7448160249160622
Vienna Spring Break 2023,2023-05-20,Fire of London,thebigEZ,15,12,300.4922431832018,1.0,0,-84.31,3,1,0,-1.25,3,1,0,-1.5803632868937765
Vienna Spring Break 2023,2023-05-20,Flying Angels Bern,Catchup  @ Vienna Spring Break 2023,13,12,125.0,1.0,0,103.28999999999999,1,1,0,1.5499999999999998,1,1,0,1.8327964892440605
Vienna Spring Break 2023,2023-05-20,Flying Angels Bern,Fire of London,15,10,453.6039151898044,1.0,0,390.81,5,1,0,4.39,5,1,0,4.844423015051277
Vienna Spring Break 2023,2023-05-20,Flying Angels Bern,Panthers Wroclaw - Open,13,11,228.8403622143806,1.0,0,-15.950000000000003,2,1,0,-0.3699999999999999,2,1,0,-0.2992103055700035
Vienna Spring Break 2023,2023-05-20,FrankN,LOL,13,10,328.14240231865136,1.0,0,330.25,3,1,0,3.4899999999999998,3,1,0,3.610965899254314
Vienna Spring Break 2023,2023-05-20,FrankN,thebigEZ,10,9,125.0,1.0,0,167.83999999999997,1,1,0,1.65,1,1,0,1.758131964311243
Vienna Spring Break 2023,2023-05-20,Panthers Wroclaw - Open,FrankN,13,8,496.1596377856195,1.0,0,154.61,5,1,0,1.8599999999999999,5,1,0,1.9597340647625785
Vienna Spring Break 2023,2023-05-20,Panthers Wroclaw - Open,LOL,15,10,453.6039151898044,1.0,0,484.86,5,1,0,5.35,5,1,0,5.400836854774941
Vienna Spring Break 2023,2023-05-20,Panthers Wroclaw - Open,thebigEZ,15,10,453.6039151898044,1.0,0,322.45,5,1,0,3.51,5,1,0,3.6617922540143972
Vienna Spring Break 2023,2023-05-20,Red Bulls U20 @ Vienna Spring Break 2023,ESV München  @ Vienna Spring Break 2023,13,8,496.1596377856195,1.0,0,209.96000000000004,5,1,0,1.5300000000000002,5,1,0,1.967842660840759
Vienna Spring Break 2023,2023-05-20,Terrible Monkeys,Uprising,15,12,300.4922431832018,1.0,0,42.309999999999974,3,1,0,0.76,3,1,0,0.9967788888013978
Vienna Spring Break 2023,2023-05-20,Uprising,Alligators U20 @ Vienna Spring Break 2023,14,10,398.70186369942724,1.0,0,320.43000000000006,4,1,0,3.9200000000000004,4,1,0,3.7666898715500956
Vienna Spring Break 2023,2023-05-20,Uprising,ESV München  @ Vienna Spring Break 2023,13,12,125.0,1.0,0,475.94000000000005,1,1,0,4.65,1,1,0,5.583329987142424
Vienna Spring Break 2023,2023-05-20,thebigEZ,LOL,15,11,381.1647521399218,1.0,0,162.41000000000003,4,1,0,1.8399999999999999,4,1,0,1.906631051724439
DFV-Pokal Open,2023-05-21,7 Schwaben,Hard2Fisch,15,10,453.6039151898044,1.0,0,490.44999999999993,5,1,0,6.64,5,1,0,7.335625183372919
DFV-Pokal Open,2023-05-21,7 Schwaben,Sturm und Drang,15,9,515.4814780292847,1.0,0,406.6,6,1,0,4.91,6,1,0,4.96899483763541
DFV-Pokal Open,2023-05-21,Ars Ludendi,Family Ultimate,15,6,600.0,1.0,0,226.39000000000001,9,1,0,3.6399999999999997,9,1,0,3.943204155703061
DFV-Pokal Open,2023-05-21,Ars Ludendi,Sturm und Drang,15,9,515.4814780292847,1.0,0,380.84000000000003,6,1,0,4.61,6,1,0,4.851811192693393
DFV-Pokal Open,2023-05-21,Bad Skid,Ars Ludendi,15,7,600.0,1.0,0,558.6899999999999,8,1,0,7.44,8,1,0,7.68346837615152
DFV-Pokal Open,2023-05-21,Bad Skid,Frizzly Bears,15,11,381.1647521399218,1.0,0,510.59,4,1,0,6.5600000000000005,4,1,0,6.931167509471937
DFV-Pokal Open,2023-05-21,Bad Skid,Frizzly Bears,15,6,600.0,1.0,0,510.59,9,1,0,6.5600000000000005,9,1,0,6.931167509471937
DFV-Pokal Open,2023-05-21,Bad Skid,M.U.C.,15,9,515.4814780292847,1.0,0,18.5,6,1,0,0.40000000000000036,6,1,0,0.8264123192857618
DFV-Pokal Open,2023-05-21,Bad Skid,Wall City,15,12,300.4922431832018,1.0,0,27.029999999999973,3,1,0,0.5700000000000003,3,1,0,0.8518325121110255
DFV-Pokal Open,2023-05-21,Disckick,Lahntalknaben,15,13,214.17926913507503,1.0,0,-239.89,2,1,0,-3.6499999999999995,2,1,0,-3.6617922540143955
DFV-Pokal Open,2023-05-21,Family Ultimate,7 Schwaben,14,13,125.0,1.0,0,-252.15,1,1,0,-3.9399999999999995,1,1,0,-4.06510049081945
DFV-Pokal Open,2023-05-21,Family Ultimate,Disckick,15,11,381.1647521399218,1.0,0,385.74,4,1,0,4.63,4,1,0,4.89608495842338
DFV-Pokal Open,2023-05-21,FrankN,Family Ultimate,15,11,381.1647521399218,1.0,0,382.19,4,1,0,5.56,4,1,0,5.784368044064678
DFV-Pokal Open,2023-05-21,FrankN,Hard2Fisch,15,9,515.4814780292847,1.0,0,620.49,6,1,0,8.26,6,1,0,8.710318998903649
DFV-Pokal Open,2023-05-21,FrankN,Hardfisch,15,10,453.6039151898044,1.0,0,179.18,5,1,0,2.04,5,1,0,2.192923463150237
DFV-Pokal Open,2023-05-21,Frizzly Bears,Hard2Fisch,15,6,600.0,1.0,0,512.79,9,1,0,7.22,9,1,0,7.968372639693715
DFV-Pokal Open,2023-05-21,Frizzly Bears,Heidees Open,15,14,125.0,1.0,0,-125.52,1,1,0,-1.53,1,1,0,-1.6937459408001772
DFV-Pokal Open,2023-05-21,Hard2Fisch,Disckick,15,11,381.1647521399218,1.0,0,147.44000000000005,4,1,0,1.9299999999999997,4,1,0,1.226505572104216
DFV-Pokal Open,2023-05-21,Hardfisch,7 Schwaben,15,14,125.0,1.0,0,-49.139999999999986,1,1,0,-0.42000000000000015,1,1,0,-0.2782180888853958
DFV-Pokal Open,2023-05-21,Hardfisch,Disckick,15,4,600.0,1.0,0,588.75,11,1,0,8.149999999999999,11,1,0,8.036512335586188
DFV-Pokal Open,2023-05-21,Hardfisch,Sturm und Drang,15,11,381.1647521399218,1.0,0,357.46000000000004,4,1,0,4.49,4,1,0,4.719776402672039
DFV-Pokal Open,2023-05-21,Heidees Open,Ars Ludendi,15,6,600.0,1.0,0,173.62,9,1,0,2.41,9,1,0,2.6595919221897937
DFV-Pokal Open,2023-05-21,Heidees Open,Ars Ludendi,15,13,214.17926913507503,1.0,0,173.62,2,1,0,2.41,2,1,0,2.6595919221897937
DFV-Pokal Open,2023-05-21,Heidees Open,FrankN,15,14,125.0,1.0,0,17.819999999999997,1,1,0,0.49,1,1,0,0.6258863892195468
DFV-Pokal Open,2023-05-21,Lahntalknaben,Disckick,15,10,453.6039151898044,1.0,0,239.89,5,1,0,3.6499999999999995,5,1,0,3.6617922540143972
DFV-Pokal Open,2023-05-21,Lahntalknaben,Hard2Fisch,15,7,600.0,1.0,0,92.44999999999993,8,1,0,1.7199999999999998,8,1,0,2.4848873369605258
DFV-Pokal Open,2023-05-21,M.U.C.,7 Schwaben,15,7,600.0,1.0,0,514.43,8,1,0,6.74,8,1,0,6.953562616933656
DFV-Pokal Open,2023-05-21,M.U.C.,FrankN,15,11,381.1647521399218,1.0,0,384.39,4,1,0,5.12,4,1,0,5.3511586133384945
DFV-Pokal Open,2023-05-21,M.U.C.,Heidees Open,15,14,125.0,1.0,0,366.57,1,1,0,4.63,1,1,0,4.7966726653535545
DFV-Pokal Open,2023-05-21,M.U.C.,Wall City,15,7,600.0,1.0,0,8.529999999999973,8,1,0,0.16999999999999993,8,1,0,0.025499975435028688
DFV-Pokal Open,2023-05-21,Sturm und Drang,Lahntalknaben,14,13,125.0,1.0,0,-8.600000000000023,1,1,0,0.009999999999999787,1,1,0,0.3501863591524579
DFV-Pokal Open,2023-05-21,Sturm und Drang,Lahntalknaben,15,14,125.0,1.0,0,-8.600000000000023,1,1,0,0.009999999999999787,1,1,0,0.3501863591524579
DFV-Pokal Open,2023-05-21,Wall City,Family Ultimate,15,4,600.0,1.0,1,758.05,11,1,0,10.51,11,1,0,9.7742220396533
DFV-Pokal Open,2023-05-21,Wall City,Frizzly Bears,15,7,600.0,1.0,0,483.56,8,1,0,5.99,8,1,0,6.243160918169089
DFV-Pokal Open,2023-05-21,Wall City,Hardfisch,15,7,600.0,1.0,0,555.04,8,1,0,6.99,8,1,0,7.150440686294694
Vienna Spring Break 2023,2023-05-21,Catchup  @ Vienna Spring Break 2023,Red Bulls U20 @ Vienna Spring Break 2023,15,8,564.8086448756737,1.0,0,553.32,7,1,0,5.75,7,1,0,6.427403634677631
Vienna Spring Break 2023,2023-05-21,FUJ @ Vienna Spring Break 2023,3SB - Open,12,10,238.1225775586291,1.0,0,74.26999999999998,2,1,0,0.8699999999999992,2,1,0,0.887711454186995
Vienna Spring Break 2023,2023-05-21,FUJ @ Vienna Spring Break 2023,Flying Angels Bern,15,9,515.4814780292847,1.0,0,393.09,6,1,0,4.9399999999999995,6,1,0,5.166315651445313
Vienna Spring Break 2023,2023-05-21,Flying Angels Bern,FWD>>,13,11,228.8403622143806,1.0,0,247.22000000000003,2,1,0,2.8,2,1,0,3.031917014457676
Vienna Spring Break 2023,2023-05-21,FrankN,Terrible Monkeys,15,10,453.6039151898044,1.0,0,209.66000000000003,5,1,0,1.93,5,1,0,2.142254158044203
Vienna Spring Break 2023,2023-05-21,LOL,Alligators U20 @ Vienna Spring Break 2023,15,9,515.4814780292847,1.0,0,242.15000000000003,6,1,0,3.1200000000000006,6,1,0,3.267780362465345
Vienna Spring Break 2023,2023-05-21,Panthers Wroclaw - Open,AUT U24 Open @ Vienna Spring Break 2023,15,12,300.4922431832018,1.0,0,347.28,3,1,0,3.2699999999999996,3,1,0,3.88169440460765
Vienna Spring Break 2023,2023-05-21,Uprising,Fire of London,15,9,515.4814780292847,1.0,0,0.18000000000000682,6,1,0,0.20999999999999996,6,1,0,0.1972386311319987
Vienna Spring Break 2023,2023-05-21,thebigEZ,ESV München,15,6,600.0,1.0,0,600.0,9,1,0,9.0,9,1,0,9.000027066578738
Elite Invite,2023-05-29,3SB - Open,Chevron Action Flash,15,14,125.0,1.0,0,140.84000000000003,1,1,0,1.2100000000000009,1,1,0,1.0990270171962386
Elite Invite,2023-05-29,3SB - Open,Chevron Action Flash,14,11,313.3379659704299,1.0,0,140.84000000000003,3,1,0,1.2100000000000009,3,1,0,1.0990270171962386
Elite Invite,2023-05-29,3SB - Open,Heidees Open,15,10,453.6039151898044,1.0,0,439.66,5,1,0,5.07,5,1,0,5.303970590288767
Elite Invite,2023-05-29,3SB - Open,Ranelagh,15,11,381.1647521399218,1.0,0,307.41,4,1,0,3.3600000000000003,4,1,0,3.6187367701846505
Elite Invite,2023-05-29,3SB - Open,Ranelagh,15,10,453.6039151898044,1.0,0,307.41,5,1,0,3.3600000000000003,5,1,0,3.6187367701846505
Elite Invite,2023-05-29,BFD La Fotta,Heidees Open,15,10,453.6039151898044,1.0,0,660.71,5,1,0,8.61,5,1,0,8.352690417302313
Elite Invite,2023-05-29,BFD La Fotta,Mooncatchers,15,13,214.17926913507503,1.0,0,-124.42999999999995,2,1,0,-1.0300000000000011,2,1,0,-1.4601119707493524
Elite Invite,2023-05-29,BFD La Fotta,Wall City,15,12,300.4922431832018,1.0,0,302.67,3,1,0,4.1499999999999995,3,1,0,4.349776560650817
Elite Invite,2023-05-29,BFD La Fotta,Wall City,14,10,398.70186369942724,1.0,0,302.67,4,1,0,4.1499999999999995,4,1,0,4.349776560650817
Elite Invite,2023-05-29,Chevron Action Flash,Heidees Open,14,12,220.95664314305532,1.0,0,298.82,2,1,0,3.8599999999999994,2,1,0,4.316780949216827
Elite Invite,2023-05-29,Chevron Action Flash,Heidees Open,15,6,600.0,1.0,0,298.82,9,1,0,3.8599999999999994,9,1,0,4.316780949216827
Elite Invite,2023-05-29,Clapham Ultimate,BFD La Fotta,12,11,125.0,1.0,0,-88.90999999999997,1,1,0,-1.5599999999999996,1,1,0,-1.4549115387492986
Elite Invite,2023-05-29,Clapham Ultimate,BFD La Fotta,15,11,381.1647521399218,1.0,0,-88.90999999999997,4,1,0,-1.5599999999999996,4,1,0,-1.4549115387492986
Elite Invite,2023-05-29,Clapham Ultimate,Chevron Action Flash,15,11,381.1647521399218,1.0,0,272.9800000000001,4,1,0,3.1900000000000004,4,1,0,3.458672321615172
Elite Invite,2023-05-29,Clapham Ultimate,Wall City,14,12,220.95664314305532,1.0,0,213.76000000000005,2,1,0,2.59,2,1,0,2.9786449052506825
Elite Invite,2023-05-29,Heidees Open,Ranelagh,15,14,125.0,1.0,0,-132.25,1,1,0,-1.71,1,1,0,-1.8424001622944122
Elite Invite,2023-05-29,Mooncatchers,Clapham Ultimate,15,12,300.4922431832018,1.0,0,213.33999999999992,3,1,0,2.5900000000000007,3,1,0,2.8877587830252907
Elite Invite,2023-05-29,Mooncatchers,Clapham Ultimate,15,3,600.0,1.0,0,213.33999999999992,12,1,0,2.5900000000000007,12,1,0,2.8877587830252907
Elite Invite,2023-05-29,Mooncatchers,Ranelagh,15,10,453.6039151898044,1.0,0,652.89,5,1,0,7.930000000000001,5,1,0,8.081859572715686
Elite Invite,2023-05-29,Mooncatchers,Wall City,15,9,515.4814780292847,1.0,0,427.09999999999997,6,1,0,5.180000000000001,6,1,0,5.650392740179772
Elite Invite,2023-05-29,Mooncatchers,Wall City,15,9,515.4814780292847,1.0,0,427.09999999999997,6,1,0,5.180000000000001,6,1,0,5.650392740179772
Elite Invite,2023-05-29,Ranelagh,Chevron Action Flash,13,12,125.0,1.0,0,-166.57,1,1,0,-2.1499999999999995,1,1,0,-2.5650494470679934
Elite Invite,2023-05-29,Ranelagh,Heidees Open,12,10,238.1225775586291,1.0,0,132.25,2,1,0,1.71,2,1,0,1.8424001622944104
Elite Invite,2023-05-29,Wall City,3SB - Open,15,11,381.1647521399218,1.0,0,-81.62,4,1,0,-0.6100000000000003,4,1,0,-0.5974337873764632
Windmill,2023-06-16,Alba,Amsterdam Ultimate Club,15,9,515.4814780292847,1.0,0,350.15999999999997,6,1,0,4.61,6,1,0,5.023005534418367
Windmill,2023-06-16,Alba,Top of Nord Italy,13,9,418.5661446562001,1.0,0,436.2,4,1,0,5.529999999999999,4,1,0,5.8969899911306385
Windmill,2023-06-16,Amsterdam Ultimate Club,Top of Nord Italy,15,8,564.8086448756737,1.0,0,86.03999999999999,7,1,0,0.9199999999999997,7,1,0,1.0064854135532038
Windmill,2023-06-16,Austria Open @ Windmill,Amsterdam Ultimate Club,15,6,600.0,1.0,0,634.13,9,1,0,8.16,9,1,0,8.222430045499323
Windmill,2023-06-16,Austria Open @ Windmill,Czech Republic Open @ Windmill,12,11,125.0,1.0,0,-13.28000000000003,1,1,0,-0.8799999999999999,1,1,0,-1.0348534478629574
Windmill,2023-06-16,Austria Open @ Windmill,France Open @ Windmill,14,13,125.0,1.0,0,-136.25000000000006,1,1,0,-1.6799999999999997,1,1,0,-1.679676124858677
Windmill,2023-06-16,Chilly Ultimate @ Windmill,Devon Ultimate,11,11,0.0,1.0,0,-93.03000000000003,0,1,0,-0.16999999999999993,0,1,0,-0.6535859055879172
Windmill,2023-06-16,Clapham Ultimate,Chilly Ultimate @ Windmill,15,3,600.0,1.0,1,1016.6800000000001,12,1,0,12.26,12,1,0,11.01936598680238
Windmill,2023-06-16,Clapham Ultimate,France Open @ Windmill,15,7,600.0,1.0,0,-44.389999999999986,8,1,0,-0.79,8,1,0,-0.613158139100511
Windmill,2023-06-16,Clapham Ultimate,Panthers Wroclaw - Open,15,6,600.0,1.0,0,435.01000000000005,9,1,0,5.68,9,1,0,6.220821453020633
Windmill,2023-06-16,Clapham Ultimate,Switzerland Open @ Windmill,15,11,381.1647521399218,1.0,0,366.7900000000001,4,1,0,3.86,4,1,0,4.188494752585942
Windmill,2023-06-16,Condors @ Windmill,Czech Republic Open @ Windmill,12,11,125.0,1.0,0,-18.980000000000018,1,1,0,-0.29000000000000004,1,1,0,-0.6056705187847538
Windmill,2023-06-16,Condors @ Windmill,Gentle Open,15,7,600.0,1.0,0,332.41999999999996,8,1,0,4.37,8,1,0,4.633107604949945
Windmill,2023-06-16,Condors @ Windmill,SmashD,15,6,600.0,1.0,0,518.96,9,1,0,7.3500000000000005,9,1,0,7.2807163590805715
Windmill,2023-06-16,Czech Republic Open @ Windmill,bHOENIX @ Windmill,15,4,600.0,1.0,0,749.54,11,1,0,10.45,11,1,0,9.842483214894166
Windmill,2023-06-16,France Open @ Windmill,Heidees Open,15,8,564.8086448756737,1.0,0,616.19,7,1,0,7.84,7,1,0,7.750749468680585
Windmill,2023-06-16,France Open @ Windmill,Panthers Wroclaw - Open,15,9,515.4814780292847,1.0,0,479.40000000000003,6,1,0,6.470000000000001,6,1,0,6.7200567898489005
Windmill,2023-06-16,Gentle Open,Hardfisch,15,9,515.4814780292847,1.0,0,338.82,6,1,0,4.91,6,1,0,5.149121166521933
Windmill,2023-06-16,Gentle Open,SmashD,15,9,515.4814780292847,1.0,0,186.54000000000002,6,1,0,2.98,6,1,0,3.114546269582725
Windmill,2023-06-16,Hardfisch,Alba,14,11,313.3379659704299,1.0,0,-392.97,3,1,0,-5.140000000000001,3,1,0,-5.452983064155095
Windmill,2023-06-16,Hardfisch,Panthers Wroclaw - Open,15,10,453.6039151898044,1.0,0,-333.78999999999996,5,1,0,-3.9,5,1,0,-4.074827475349441
Windmill,2023-06-16,Heidees Open,Devon Ultimate,15,12,300.4922431832018,1.0,0,351.84999999999997,3,1,0,5.04,3,1,0,5.23296325443129
Windmill,2023-06-16,Heidees Open,bHOENIX @ Windmill,15,12,300.4922431832018,1.0,0,256.32,3,1,0,3.41,3,1,0,3.7800381128871514
Windmill,2023-06-16,Ireland open @ Windmill,Amsterdam Ultimate Club,13,10,328.14240231865136,1.0,0,333.30999999999995,3,1,0,3.7199999999999998,3,1,0,4.035201705283836
Windmill,2023-06-16,Ireland open @ Windmill,Gentle Open,12,11,125.0,1.0,0,37.29999999999998,1,1,0,-0.6600000000000001,1,1,0,-0.7396496443392149
Windmill,2023-06-16,Ireland open @ Windmill,Switzerland Open @ Windmill,12,11,125.0,1.0,0,-25.890000000000015,1,1,0,-1.4700000000000002,1,1,0,-1.860125986072525
Windmill,2023-06-16,Ireland open @ Windmill,Top of Nord Italy,15,8,564.8086448756737,1.0,0,419.34999999999997,7,1,0,4.64,7,1,0,4.952295507233799
Windmill,2023-06-16,Mooncatchers,Alba,15,8,564.8086448756737,1.0,0,589.17,7,1,0,7.030000000000001,7,1,0,7.325920464086842
Windmill,2023-06-16,Mooncatchers,Austria Open @ Windmill,15,10,453.6039151898044,1.0,0,305.2,5,1,0,3.4800000000000004,5,1,0,3.905476263623683
Windmill,2023-06-16,Mooncatchers,Condors @ Windmill,15,12,300.4922431832018,1.0,0,310.9,3,1,0,2.8900000000000006,3,1,0,3.5012502584094776
Windmill,2023-06-16,Mooncatchers,Czech Republic Open @ Windmill,14,8,536.0348119187572,1.0,0,291.91999999999996,6,1,0,2.6000000000000005,6,1,0,2.9231299675279914
Windmill,2023-06-16,Panthers Wroclaw - Open,Devon Ultimate,15,7,600.0,1.0,0,488.64,8,1,0,6.41,8,1,0,6.37526392705383
Windmill,2023-06-16,SmashD,Devon Ultimate,15,6,600.0,1.0,0,307.13,9,1,0,4.4399999999999995,9,1,0,4.673099464315822
