"team_id","team_name","division_id","division_name","country_id","country_ioc","country_name"
NULL,"BFD Shout",NULL,"Women","1093","ITA","Italy"
NULL,"Mooncup",NULL,"Women","1018","BEL","Belgium"
NULL,"YAKA",NULL,"Women","1065","FRA","France"
NULL,"Jinx Midnight",NULL,"Women","1073","GER","Germany"
NULL,"Jetset Open",NULL,"Open","1018","BEL","Belgium"
NULL,"Wall City",NULL,"Open","1073","GER","Germany"
NULL,"Gentle",NULL,"Open","1018","BEL","Belgium"
NULL,"Chevron Action Flash",NULL,"Open","1069","GBR","Great Britain"
NULL,"Alba",NULL,"Open","1069","GBR","Great Britain"
NULL,"Mooncatchers",NULL,"Open","1018","BEL","Belgium"
NULL,"BFD LaFotta",NULL,"Open","1093","ITA","Italy"
NULL,"Clapham",NULL,"Open","1069","GBR","Great Britain"
NULL,"SMOG 2",NULL,"Mixed",NULL,"GBR","Great Britain"
NULL,"Flyght Mixed",NULL,"Mixed",NULL,"GBR","Great Britain"
NULL,"Nemesis",NULL,"Mixed",NULL,"GBR","Great Britain"
NULL,"Zoo",NULL,"Mixed",NULL,"GBR","Great Britain"
NULL,"Reading Open",NULL,"Open",NULL,"GBR","Great Britain"
NULL,"Newcastle Brown",NULL,"Open",NULL,"GBR","Great Britain"
NULL,"SCRAM",NULL,"Women",NULL,"GBR","Great Britain"
NULL,"Oxford",NULL,"Women",NULL,"GBR","Great Britain"
NULL,"Chameleons",NULL,"Women",NULL,"GBR","Great Britain"
